,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Sales
,,,,,,,
961,260269,ThinkPad Laptop,1,999.99,26/10/2019 16:16,"25 Sunset St, Boston, MA 02215",999.99
,,,,,,,
962,260270,iPhone,1,700,12/10/2019 16:24,"41 Lincoln St, San Francisco, CA 94016",700
,,,,,,,
963,260271,27in FHD Monitor,1,149.99,24/10/2019 18:18,"18 River St, San Francisco, CA 94016",149.99
,,,,,,,
964,260272,Wired Headphones,1,11.99,24/10/2019 17:45,"593 Forest St, Portland, ME 04101",11.99
,,,,,,,
965,260273,27in 4K Gaming Monitor,1,389.99,5/10/2019 13:18,"699 Park St, San Francisco, CA 94016",389.99
,,,,,,,
966,260274,USB-C Charging Cable,2,11.95,1/10/2019 22:42,"146 Hill St, San Francisco, CA 94016",23.9
,,,,,,,
967,260275,Wired Headphones,1,11.99,8/10/2019 8:57,"37 10th St, Dallas, TX 75001",11.99
,,,,,,,
968,260276,USB-C Charging Cable,1,11.95,25/10/2019 13:05,"31 North St, Los Angeles, CA 90001",11.95
,,,,,,,
969,260277,Bose SoundSport Headphones,1,99.99,22/10/2019 15:52,"959 Lakeview St, Dallas, TX 75001",99.99
,,,,,,,
970,260278,USB-C Charging Cable,1,11.95,28/10/2019 02:37,"309 Wilson St, Portland, OR 97035",11.95
,,,,,,,
971,260279,Wired Headphones,1,11.99,18/10/2019 15:40,"910 Lakeview St, San Francisco, CA 94016",11.99
,,,,,,,
972,260280,Lightning Charging Cable,1,14.95,4/10/2019 11:46,"185 1st St, Los Angeles, CA 90001",14.95
,,,,,,,
973,260281,Macbook Pro Laptop,1,1700,13/10/2019 18:15,"985 Adams St, Los Angeles, CA 90001",1700
,,,,,,,
974,260282,Lightning Charging Cable,1,14.95,26/10/2019 19:24,"224 1st St, Boston, MA 02215",14.95
,,,,,,,
975,260283,20in Monitor,1,109.99,2/10/2019 6:26,"29 Pine St, San Francisco, CA 94016",109.99
,,,,,,,
976,260284,Wired Headphones,1,11.99,17/10/2019 07:28,"606 8th St, Los Angeles, CA 90001",11.99
,,,,,,,
977,260285,AAA Batteries (4-pack),1,2.99,27/10/2019 12:15,"956 Jackson St, Portland, ME 04101",2.99
,,,,,,,
978,260286,AA Batteries (4-pack),1,3.84,25/10/2019 18:18,"529 River St, New York City, NY 10001",3.84
,,,,,,,
979,260286,AA Batteries (4-pack),1,3.84,25/10/2019 18:18,"529 River St, New York City, NY 10001",3.84
,,,,,,,
980,260287,Macbook Pro Laptop,1,1700,4/10/2019 16:26,"620 9th St, New York City, NY 10001",1700
,,,,,,,
981,260288,Apple Airpods Headphones,1,150,14/10/2019 19:54,"293 13th St, San Francisco, CA 94016",150
,,,,,,,
982,260289,AAA Batteries (4-pack),1,2.99,18/10/2019 03:50,"497 Spruce St, Seattle, WA 98101",2.99
,,,,,,,
983,260290,34in Ultrawide Monitor,1,379.99,17/10/2019 13:12,"812 Lakeview St, New York City, NY 10001",379.99
,,,,,,,
984,260291,Apple Airpods Headphones,1,150,1/10/2019 19:23,"896 Washington St, San Francisco, CA 94016",150
,,,,,,,
985,260292,AA Batteries (4-pack),1,3.84,3/10/2019 20:43,"137 Jefferson St, San Francisco, CA 94016",3.84
,,,,,,,
986,260293,Google Phone,1,600,10/10/2019 11:44,"795 Willow St, Los Angeles, CA 90001",600
,,,,,,,
987,260293,Wired Headphones,1,11.99,10/10/2019 11:44,"795 Willow St, Los Angeles, CA 90001",11.99
,,,,,,,
988,260294,AAA Batteries (4-pack),1,2.99,25/10/2019 15:47,"280 5th St, Los Angeles, CA 90001",2.99
,,,,,,,
989,260295,Wired Headphones,1,11.99,6/10/2019 21:31,"412 Church St, Portland, ME 04101",11.99
,,,,,,,
990,260296,Lightning Charging Cable,1,14.95,29/10/2019 17:58,"214 Jefferson St, San Francisco, CA 94016",14.95
,,,,,,,
991,260297,USB-C Charging Cable,1,11.95,11/10/2019 12:32,"428 Center St, New York City, NY 10001",11.95
,,,,,,,
992,260298,iPhone,1,700,31/10/2019 16:21,"561 Willow St, Austin, TX 73301",700
,,,,,,,
993,260299,Lightning Charging Cable,1,14.95,20/10/2019 08:46,"506 7th St, San Francisco, CA 94016",14.95
,,,,,,,
994,260300,Vareebadd Phone,1,400,28/10/2019 11:33,"806 Jefferson St, Atlanta, GA 30301",400
,,,,,,,
995,260300,USB-C Charging Cable,1,11.95,28/10/2019 11:33,"806 Jefferson St, Atlanta, GA 30301",11.95
,,,,,,,
996,260301,iPhone,1,700,12/10/2019 12:28,"209 Park St, Los Angeles, CA 90001",700
,,,,,,,
997,260302,USB-C Charging Cable,1,11.95,28/10/2019 23:54,"232 9th St, San Francisco, CA 94016",11.95
,,,,,,,
998,260303,20in Monitor,1,109.99,18/10/2019 17:57,"737 Jackson St, San Francisco, CA 94016",109.99
,,,,,,,
999,260304,Lightning Charging Cable,1,14.95,2/10/2019 20:40,"994 14th St, Seattle, WA 98101",14.95
,,,,,,,
1000,260305,27in 4K Gaming Monitor,1,389.99,17/10/2019 14:15,"822 Pine St, San Francisco, CA 94016",389.99
,,,,,,,
1001,260306,34in Ultrawide Monitor,1,379.99,20/10/2019 11:51,"872 Lakeview St, Seattle, WA 98101",379.99
,,,,,,,
1002,260307,Macbook Pro Laptop,1,1700,10/10/2019 17:25,"500 Forest St, Seattle, WA 98101",1700
,,,,,,,
1003,260308,Flatscreen TV,1,300,5/10/2019 10:28,"814 Dogwood St, Seattle, WA 98101",300
,,,,,,,
1004,260309,27in 4K Gaming Monitor,1,389.99,2/10/2019 18:12,"782 Wilson St, Austin, TX 73301",389.99
,,,,,,,
1005,260310,ThinkPad Laptop,1,999.99,11/10/2019 6:51,"244 Willow St, Seattle, WA 98101",999.99
,,,,,,,
1006,260311,AA Batteries (4-pack),1,3.84,15/10/2019 18:41,"111 11th St, Los Angeles, CA 90001",3.84
,,,,,,,
1007,260312,Bose SoundSport Headphones,1,99.99,5/10/2019 11:47,"605 Walnut St, Dallas, TX 75001",99.99
,,,,,,,
1008,260313,Lightning Charging Cable,1,14.95,22/10/2019 11:16,"448 River St, Austin, TX 73301",14.95
,,,,,,,
1009,260314,Wired Headphones,1,11.99,27/10/2019 13:24,"960 Cherry St, Atlanta, GA 30301",11.99
,,,,,,,
1010,260315,AAA Batteries (4-pack),1,2.99,30/10/2019 22:39,"984 Church St, Portland, OR 97035",2.99
,,,,,,,
1011,260316,AAA Batteries (4-pack),1,2.99,28/10/2019 04:31,"875 6th St, Atlanta, GA 30301",2.99
,,,,,,,
1012,260317,AA Batteries (4-pack),2,3.84,19/10/2019 06:48,"493 Cedar St, San Francisco, CA 94016",7.68
,,,,,,,
1013,260318,AA Batteries (4-pack),1,3.84,19/10/2019 12:44,"847 Lakeview St, New York City, NY 10001",3.84
,,,,,,,
1014,260319,AAA Batteries (4-pack),1,2.99,9/10/2019 13:23,"814 River St, New York City, NY 10001",2.99
,,,,,,,
1015,260320,Wired Headphones,1,11.99,5/10/2019 9:30,"47 14th St, Dallas, TX 75001",11.99
,,,,,,,
1016,260321,USB-C Charging Cable,1,11.95,22/10/2019 21:49,"252 Highland St, Los Angeles, CA 90001",11.95
,,,,,,,
1017,260322,Bose SoundSport Headphones,1,99.99,2/10/2019 11:14,"724 1st St, Austin, TX 73301",99.99
,,,,,,,
1018,260323,Wired Headphones,1,11.99,9/10/2019 19:12,"248 Pine St, San Francisco, CA 94016",11.99
,,,,,,,
1019,260324,Lightning Charging Cable,1,14.95,26/10/2019 18:23,"645 Ridge St, Portland, OR 97035",14.95
,,,,,,,
1020,260325,20in Monitor,1,109.99,3/10/2019 11:08,"416 Adams St, Boston, MA 02215",109.99
,,,,,,,
1021,260326,Bose SoundSport Headphones,1,99.99,9/10/2019 19:59,"673 Maple St, Los Angeles, CA 90001",99.99
,,,,,,,
1022,260327,Wired Headphones,1,11.99,12/10/2019 5:26,"834 Elm St, Austin, TX 73301",11.99
,,,,,,,
1023,260328,34in Ultrawide Monitor,1,379.99,23/10/2019 13:39,"613 Main St, Austin, TX 73301",379.99
,,,,,,,
1024,260329,Vareebadd Phone,1,400,20/10/2019 13:46,"808 South St, New York City, NY 10001",400
,,,,,,,
1025,260330,USB-C Charging Cable,1,11.95,28/10/2019 10:53,"866 1st St, San Francisco, CA 94016",11.95
,,,,,,,
1026,260331,27in FHD Monitor,1,149.99,31/10/2019 11:39,"881 Church St, Atlanta, GA 30301",149.99
,,,,,,,
1027,260332,27in FHD Monitor,1,149.99,25/10/2019 14:02,"718 Lincoln St, Dallas, TX 75001",149.99
,,,,,,,
1028,260333,Apple Airpods Headphones,1,150,31/10/2019 18:19,"615 North St, Portland, OR 97035",150
,,,,,,,
1029,260334,Wired Headphones,1,11.99,1/10/2019 21:49,"992 7th St, Los Angeles, CA 90001",11.99
,,,,,,,
1030,260335,34in Ultrawide Monitor,1,379.99,9/10/2019 18:49,"141 Jackson St, Seattle, WA 98101",379.99
,,,,,,,
1031,260336,AA Batteries (4-pack),1,3.84,30/10/2019 17:24,"250 Lincoln St, Portland, OR 97035",3.84
,,,,,,,
1032,260337,AAA Batteries (4-pack),1,2.99,25/10/2019 20:48,"591 Sunset St, Los Angeles, CA 90001",2.99
,,,,,,,
1033,260338,Lightning Charging Cable,1,14.95,12/10/2019 16:21,"813 Spruce St, San Francisco, CA 94016",14.95
,,,,,,,
1034,260339,USB-C Charging Cable,1,11.95,27/10/2019 19:26,"745 Cherry St, Los Angeles, CA 90001",11.95
,,,,,,,
1035,260340,Wired Headphones,1,11.99,8/10/2019 16:26,"138 Hill St, San Francisco, CA 94016",11.99
,,,,,,,
1036,260341,27in FHD Monitor,1,149.99,14/10/2019 17:14,"624 Spruce St, New York City, NY 10001",149.99
,,,,,,,
1037,260342,Lightning Charging Cable,1,14.95,16/10/2019 14:44,"491 Lake St, Portland, OR 97035",14.95
,,,,,,,
1038,260343,iPhone,1,700,12/10/2019 21:45,"404 River St, New York City, NY 10001",700
,,,,,,,
1039,260344,ThinkPad Laptop,1,999.99,30/10/2019 08:24,"140 Church St, Seattle, WA 98101",999.99
,,,,,,,
1040,260345,Bose SoundSport Headphones,1,99.99,31/10/2019 18:11,"78 8th St, Portland, OR 97035",99.99
,,,,,,,
1041,260346,iPhone,1,700,30/10/2019 21:28,"328 Meadow St, Boston, MA 02215",700
,,,,,,,
1042,260346,Lightning Charging Cable,1,14.95,30/10/2019 21:28,"328 Meadow St, Boston, MA 02215",14.95
,,,,,,,
1043,260347,Lightning Charging Cable,1,14.95,7/10/2019 20:23,"856 Lake St, San Francisco, CA 94016",14.95
,,,,,,,
1044,260348,Wired Headphones,1,11.99,29/10/2019 12:08,"893 13th St, San Francisco, CA 94016",11.99
,,,,,,,
1045,260349,Bose SoundSport Headphones,1,99.99,14/10/2019 19:33,"621 River St, Portland, OR 97035",99.99
,,,,,,,
1046,260350,AAA Batteries (4-pack),5,2.99,4/10/2019 22:03,"185 9th St, Atlanta, GA 30301",14.95
,,,,,,,
1047,260351,AAA Batteries (4-pack),1,2.99,3/10/2019 18:51,"10 Park St, San Francisco, CA 94016",2.99
,,,,,,,
1048,260352,34in Ultrawide Monitor,1,379.99,2/10/2019 11:57,"126 Cherry St, San Francisco, CA 94016",379.99
,,,,,,,
1049,260353,iPhone,1,700,7/10/2019 13:18,"531 Cedar St, San Francisco, CA 94016",700
,,,,,,,
1050,260353,Lightning Charging Cable,1,14.95,7/10/2019 13:18,"531 Cedar St, San Francisco, CA 94016",14.95
,,,,,,,
1051,260354,AA Batteries (4-pack),2,3.84,14/10/2019 13:16,"505 Elm St, Seattle, WA 98101",7.68
,,,,,,,
1052,260355,USB-C Charging Cable,2,11.95,26/10/2019 13:38,"500 Walnut St, Los Angeles, CA 90001",23.9
,,,,,,,
1053,260356,Apple Airpods Headphones,1,150,6/10/2019 23:55,"953 Lincoln St, Los Angeles, CA 90001",150
,,,,,,,
1054,260357,Wired Headphones,2,11.99,25/10/2019 23:27,"278 Walnut St, San Francisco, CA 94016",23.98
,,,,,,,
1055,260358,Lightning Charging Cable,2,14.95,25/10/2019 19:41,"610 14th St, Portland, OR 97035",29.9
,,,,,,,
1056,260359,AAA Batteries (4-pack),1,2.99,9/10/2019 12:50,"550 2nd St, Los Angeles, CA 90001",2.99
,,,,,,,
1057,260360,ThinkPad Laptop,1,999.99,11/10/2019 19:46,"778 13th St, Austin, TX 73301",999.99
,,,,,,,
1058,260361,Lightning Charging Cable,1,14.95,19/10/2019 21:35,"322 Church St, San Francisco, CA 94016",14.95
,,,,,,,
1059,260362,Flatscreen TV,1,300,10/10/2019 1:12,"966 Adams St, Portland, OR 97035",300
,,,,,,,
1060,260363,27in 4K Gaming Monitor,1,389.99,14/10/2019 15:50,"106 Highland St, San Francisco, CA 94016",389.99
,,,,,,,
1061,260364,Lightning Charging Cable,2,14.95,15/10/2019 17:42,"616 8th St, New York City, NY 10001",29.9
,,,,,,,
1062,260365,Apple Airpods Headphones,1,150,14/10/2019 17:41,"124 Chestnut St, Seattle, WA 98101",150
,,,,,,,
1063,260366,AAA Batteries (4-pack),1,2.99,24/10/2019 11:43,"471 Dogwood St, San Francisco, CA 94016",2.99
,,,,,,,
1064,260367,Lightning Charging Cable,1,14.95,10/10/2019 13:35,"443 14th St, San Francisco, CA 94016",14.95
,,,,,,,
1065,260368,USB-C Charging Cable,1,11.95,6/10/2019 23:25,"649 Chestnut St, New York City, NY 10001",11.95
,,,,,,,
1066,260369,Flatscreen TV,1,300,30/10/2019 05:25,"401 Spruce St, Seattle, WA 98101",300
,,,,,,,
1067,260370,Bose SoundSport Headphones,1,99.99,4/10/2019 11:12,"224 Meadow St, Austin, TX 73301",99.99
,,,,,,,
1068,260371,34in Ultrawide Monitor,1,379.99,3/10/2019 11:08,"163 Hill St, Boston, MA 02215",379.99
,,,,,,,
1069,260372,Vareebadd Phone,1,400,21/10/2019 12:15,"672 Washington St, San Francisco, CA 94016",400
,,,,,,,
1070,260372,Wired Headphones,1,11.99,21/10/2019 12:15,"672 Washington St, San Francisco, CA 94016",11.99
,,,,,,,
1071,260373,AA Batteries (4-pack),1,3.84,31/10/2019 08:48,"283 6th St, Boston, MA 02215",3.84
,,,,,,,
1072,260374,Apple Airpods Headphones,1,150,31/10/2019 10:40,"281 Lincoln St, Portland, OR 97035",150
,,,,,,,
1073,260375,ThinkPad Laptop,1,999.99,16/10/2019 10:42,"195 14th St, San Francisco, CA 94016",999.99
,,,,,,,
1074,260376,Macbook Pro Laptop,1,1700,7/10/2019 12:01,"444 Park St, Los Angeles, CA 90001",1700
,,,,,,,
1075,260377,Bose SoundSport Headphones,1,99.99,3/10/2019 9:43,"151 13th St, Seattle, WA 98101",99.99
,,,,,,,
1076,260378,iPhone,1,700,28/10/2019 21:23,"163 Walnut St, New York City, NY 10001",700
,,,,,,,
1077,260379,AAA Batteries (4-pack),1,2.99,3/10/2019 16:01,"67 River St, San Francisco, CA 94016",2.99
,,,,,,,
1078,260380,34in Ultrawide Monitor,1,379.99,2/10/2019 20:47,"35 10th St, New York City, NY 10001",379.99
,,,,,,,
1079,260381,Wired Headphones,1,11.99,18/10/2019 12:46,"443 Jackson St, New York City, NY 10001",11.99
,,,,,,,
1080,260382,Wired Headphones,1,11.99,14/10/2019 22:01,"480 9th St, Atlanta, GA 30301",11.99
,,,,,,,
1081,260383,Lightning Charging Cable,1,14.95,27/10/2019 13:55,"911 Washington St, Los Angeles, CA 90001",14.95
,,,,,,,
1082,260384,USB-C Charging Cable,1,11.95,23/10/2019 06:27,"701 Cedar St, Portland, ME 04101",11.95
,,,,,,,
1083,260385,ThinkPad Laptop,1,999.99,9/10/2019 21:46,"539 Johnson St, San Francisco, CA 94016",999.99
,,,,,,,
1084,260386,Lightning Charging Cable,1,14.95,28/10/2019 17:57,"348 Jefferson St, New York City, NY 10001",14.95
,,,,,,,
1085,260387,AAA Batteries (4-pack),1,2.99,24/10/2019 21:28,"738 Ridge St, Austin, TX 73301",2.99
,,,,,,,
1086,260388,Lightning Charging Cable,1,14.95,7/10/2019 15:42,"242 Center St, Boston, MA 02215",14.95
,,,,,,,
1087,260389,Lightning Charging Cable,1,14.95,15/10/2019 12:20,"396 Wilson St, Dallas, TX 75001",14.95
,,,,,,,
1088,260390,AA Batteries (4-pack),1,3.84,25/10/2019 20:12,"855 Church St, Los Angeles, CA 90001",3.84
,,,,,,,
1089,260391,AA Batteries (4-pack),1,3.84,28/10/2019 14:11,"45 Madison St, San Francisco, CA 94016",3.84
,,,,,,,
1090,260392,Bose SoundSport Headphones,2,99.99,18/10/2019 13:58,"809 Church St, San Francisco, CA 94016",199.98
,,,,,,,
1091,260393,Apple Airpods Headphones,1,150,17/10/2019 14:43,"159 Washington St, San Francisco, CA 94016",150
,,,,,,,
1092,260394,AA Batteries (4-pack),1,3.84,27/10/2019 13:38,"26 11th St, Atlanta, GA 30301",3.84
,,,,,,,
1093,260395,AA Batteries (4-pack),3,3.84,11/10/2019 13:26,"413 West St, New York City, NY 10001",11.52
,,,,,,,
1094,260396,Wired Headphones,1,11.99,11/10/2019 11:26,"994 Willow St, San Francisco, CA 94016",11.99
,,,,,,,
1095,260397,34in Ultrawide Monitor,1,379.99,18/10/2019 00:45,"11 1st St, Dallas, TX 75001",379.99
,,,,,,,
1096,260398,ThinkPad Laptop,1,999.99,16/10/2019 14:17,"407 14th St, Boston, MA 02215",999.99
,,,,,,,
1097,260399,Flatscreen TV,1,300,31/10/2019 06:33,"985 Cedar St, San Francisco, CA 94016",300
,,,,,,,
1098,260400,27in FHD Monitor,1,149.99,15/10/2019 05:36,"689 Center St, San Francisco, CA 94016",149.99
,,,,,,,
1099,260401,Apple Airpods Headphones,1,150,22/10/2019 05:45,"767 Maple St, San Francisco, CA 94016",150
,,,,,,,
1100,260402,USB-C Charging Cable,1,11.95,5/10/2019 21:18,"395 9th St, San Francisco, CA 94016",11.95
,,,,,,,
1101,260403,27in 4K Gaming Monitor,1,389.99,15/10/2019 21:14,"744 Sunset St, Atlanta, GA 30301",389.99
,,,,,,,
1102,260404,Flatscreen TV,1,300,24/10/2019 22:12,"937 4th St, San Francisco, CA 94016",300
,,,,,,,
1103,260405,AA Batteries (4-pack),1,3.84,25/10/2019 09:25,"769 5th St, Atlanta, GA 30301",3.84
,,,,,,,
1104,260406,ThinkPad Laptop,1,999.99,9/10/2019 23:25,"847 5th St, San Francisco, CA 94016",999.99
,,,,,,,
1105,260407,27in 4K Gaming Monitor,1,389.99,22/10/2019 09:06,"730 Adams St, San Francisco, CA 94016",389.99
,,,,,,,
1106,260408,USB-C Charging Cable,1,11.95,1/10/2019 9:23,"399 8th St, San Francisco, CA 94016",11.95
,,,,,,,
1107,260409,Macbook Pro Laptop,1,1700,17/10/2019 19:33,"499 5th St, San Francisco, CA 94016",1700
,,,,,,,
1108,260410,AAA Batteries (4-pack),1,2.99,6/10/2019 1:40,"543 9th St, San Francisco, CA 94016",2.99
,,,,,,,
1109,260411,Wired Headphones,1,11.99,5/10/2019 9:59,"576 8th St, Dallas, TX 75001",11.99
,,,,,,,
1110,260412,Lightning Charging Cable,1,14.95,14/10/2019 12:25,"5 Chestnut St, Atlanta, GA 30301",14.95
,,,,,,,
1111,260413,iPhone,1,700,6/10/2019 16:29,"662 West St, Boston, MA 02215",700
,,,,,,,
1112,260414,USB-C Charging Cable,1,11.95,27/10/2019 21:41,"866 Spruce St, Seattle, WA 98101",11.95
,,,,,,,
1113,260415,Lightning Charging Cable,1,14.95,2/10/2019 10:50,"325 1st St, San Francisco, CA 94016",14.95
,,,,,,,
1114,260416,27in FHD Monitor,1,149.99,24/10/2019 14:51,"61 Center St, Los Angeles, CA 90001",149.99
,,,,,,,
1115,260417,Apple Airpods Headphones,1,150,14/10/2019 14:17,"34 13th St, Seattle, WA 98101",150
,,,,,,,
1116,260418,Wired Headphones,1,11.99,20/10/2019 23:16,"612 Pine St, Los Angeles, CA 90001",11.99
,,,,,,,
1117,260419,Wired Headphones,1,11.99,1/10/2019 23:14,"803 Lincoln St, San Francisco, CA 94016",11.99
,,,,,,,
1118,260420,USB-C Charging Cable,1,11.95,18/10/2019 22:29,"11 Jefferson St, Dallas, TX 75001",11.95
,,,,,,,
1119,260421,Flatscreen TV,1,300,18/10/2019 20:39,"500 7th St, Atlanta, GA 30301",300
,,,,,,,
1120,260422,Macbook Pro Laptop,1,1700,31/10/2019 13:11,"650 6th St, Los Angeles, CA 90001",1700
,,,,,,,
1121,260423,34in Ultrawide Monitor,1,379.99,2/10/2019 10:12,"419 Church St, Los Angeles, CA 90001",379.99
,,,,,,,
1122,260424,AA Batteries (4-pack),1,3.84,28/10/2019 08:54,"671 5th St, Atlanta, GA 30301",3.84
,,,,,,,
1123,260425,Wired Headphones,2,11.99,9/10/2019 16:52,"16 Lincoln St, Boston, MA 02215",23.98
,,,,,,,
1124,260426,iPhone,1,700,26/10/2019 21:57,"164 Dogwood St, Atlanta, GA 30301",700
,,,,,,,
1125,260427,ThinkPad Laptop,1,999.99,27/10/2019 22:19,"800 Adams St, San Francisco, CA 94016",999.99
,,,,,,,
1126,260428,AA Batteries (4-pack),1,3.84,19/10/2019 17:09,"130 4th St, Portland, ME 04101",3.84
,,,,,,,
1127,260429,iPhone,1,700,14/10/2019 10:14,"802 7th St, Portland, ME 04101",700
,,,,,,,
1128,260429,Apple Airpods Headphones,1,150,14/10/2019 10:14,"802 7th St, Portland, ME 04101",150
,,,,,,,
1129,260430,27in 4K Gaming Monitor,1,389.99,8/10/2019 8:35,"801 Chestnut St, Portland, OR 97035",389.99
,,,,,,,
1130,260431,Flatscreen TV,1,300,12/10/2019 13:34,"977 West St, Los Angeles, CA 90001",300
,,,,,,,
1131,260432,Apple Airpods Headphones,1,150,24/10/2019 11:29,"259 7th St, Los Angeles, CA 90001",150
,,,,,,,
1132,260433,Apple Airpods Headphones,1,150,1/10/2019 9:41,"775 Sunset St, San Francisco, CA 94016",150
,,,,,,,
1133,260434,USB-C Charging Cable,1,11.95,16/10/2019 14:46,"313 West St, Seattle, WA 98101",11.95
,,,,,,,
1134,260435,27in FHD Monitor,1,149.99,5/10/2019 20:15,"676 11th St, San Francisco, CA 94016",149.99
,,,,,,,
1135,260436,AA Batteries (4-pack),1,3.84,24/10/2019 22:43,"526 10th St, Dallas, TX 75001",3.84
,,,,,,,
1136,260437,ThinkPad Laptop,1,999.99,24/10/2019 08:33,"100 Elm St, San Francisco, CA 94016",999.99
,,,,,,,
1137,260438,AA Batteries (4-pack),1,3.84,20/10/2019 12:37,"143 4th St, Austin, TX 73301",3.84
,,,,,,,
1138,260439,USB-C Charging Cable,1,11.95,9/10/2019 20:30,"809 13th St, Boston, MA 02215",11.95
,,,,,,,
1139,260440,Lightning Charging Cable,1,14.95,26/10/2019 13:40,"581 6th St, San Francisco, CA 94016",14.95
,,,,,,,
1140,260441,USB-C Charging Cable,3,11.95,17/10/2019 20:35,"559 Spruce St, Los Angeles, CA 90001",35.85
,,,,,,,
1141,260442,27in 4K Gaming Monitor,1,389.99,4/10/2019 23:32,"971 Highland St, New York City, NY 10001",389.99
,,,,,,,
1142,260443,Wired Headphones,2,11.99,25/10/2019 09:22,"8 Cherry St, New York City, NY 10001",23.98
,,,,,,,
1143,260444,AAA Batteries (4-pack),1,2.99,28/10/2019 19:00,"3 Center St, New York City, NY 10001",2.99
,,,,,,,
1144,260445,AA Batteries (4-pack),1,3.84,3/10/2019 11:59,"599 Lakeview St, Boston, MA 02215",3.84
,,,,,,,
1145,260446,Wired Headphones,1,11.99,18/10/2019 22:12,"226 North St, Austin, TX 73301",11.99
,,,,,,,
1146,260447,Wired Headphones,1,11.99,3/10/2019 19:28,"930 Hill St, New York City, NY 10001",11.99
,,,,,,,
1147,260448,AA Batteries (4-pack),1,3.84,5/10/2019 20:29,"648 Pine St, Portland, OR 97035",3.84
,,,,,,,
1148,260449,Lightning Charging Cable,1,14.95,8/10/2019 17:23,"765 Wilson St, Los Angeles, CA 90001",14.95
,,,,,,,
1149,260450,AAA Batteries (4-pack),1,2.99,18/10/2019 09:09,"415 Hickory St, San Francisco, CA 94016",2.99
,,,,,,,
1150,260451,Vareebadd Phone,1,400,17/10/2019 09:25,"441 Madison St, San Francisco, CA 94016",400
,,,,,,,
1151,260451,USB-C Charging Cable,1,11.95,17/10/2019 09:25,"441 Madison St, San Francisco, CA 94016",11.95
,,,,,,,
1152,260452,Bose SoundSport Headphones,1,99.99,5/10/2019 0:26,"874 Madison St, Atlanta, GA 30301",99.99
,,,,,,,
1153,260453,27in 4K Gaming Monitor,1,389.99,20/10/2019 15:28,"742 Adams St, San Francisco, CA 94016",389.99
,,,,,,,
1154,260454,AA Batteries (4-pack),1,3.84,29/10/2019 22:45,"153 Lakeview St, San Francisco, CA 94016",3.84
,,,,,,,
1155,260455,AA Batteries (4-pack),2,3.84,15/10/2019 15:10,"718 Dogwood St, San Francisco, CA 94016",7.68
,,,,,,,
1156,260456,Apple Airpods Headphones,1,150,20/10/2019 23:35,"849 4th St, Atlanta, GA 30301",150
,,,,,,,
1157,260457,AAA Batteries (4-pack),1,2.99,19/10/2019 14:30,"530 River St, New York City, NY 10001",2.99
,,,,,,,
1158,260458,Google Phone,1,600,18/10/2019 13:59,"9 Jackson St, New York City, NY 10001",600
,,,,,,,
1159,260459,Wired Headphones,1,11.99,10/10/2019 21:02,"537 5th St, New York City, NY 10001",11.99
,,,,,,,
1160,260460,Google Phone,1,600,20/10/2019 05:34,"565 11th St, San Francisco, CA 94016",600
,,,,,,,
1161,260461,USB-C Charging Cable,1,11.95,29/10/2019 23:35,"730 Elm St, San Francisco, CA 94016",11.95
,,,,,,,
1162,260462,Wired Headphones,1,11.99,4/10/2019 0:10,"502 14th St, San Francisco, CA 94016",11.99
,,,,,,,
1163,260463,Wired Headphones,1,11.99,17/10/2019 10:29,"737 Meadow St, Atlanta, GA 30301",11.99
,,,,,,,
1164,260464,34in Ultrawide Monitor,1,379.99,2/10/2019 12:55,"92 Jefferson St, Seattle, WA 98101",379.99
,,,,,,,
1165,260465,Bose SoundSport Headphones,1,99.99,24/10/2019 12:17,"49 1st St, Boston, MA 02215",99.99
,,,,,,,
1166,260466,AAA Batteries (4-pack),1,2.99,7/10/2019 13:56,"777 Sunset St, Boston, MA 02215",2.99
,,,,,,,
1167,260467,ThinkPad Laptop,1,999.99,19/10/2019 09:37,"658 Pine St, San Francisco, CA 94016",999.99
,,,,,,,
1168,260468,iPhone,1,700,20/10/2019 22:44,"746 Jefferson St, Dallas, TX 75001",700
,,,,,,,
1170,260469,20in Monitor,1,109.99,20/10/2019 14:20,"689 Highland St, San Francisco, CA 94016",109.99
,,,,,,,
1171,260470,Apple Airpods Headphones,1,150,20/10/2019 15:07,"11 Wilson St, San Francisco, CA 94016",150
,,,,,,,
1172,260471,Apple Airpods Headphones,1,150,9/10/2019 21:04,"736 Spruce St, Austin, TX 73301",150
,,,,,,,
1173,260472,Bose SoundSport Headphones,1,99.99,14/10/2019 20:33,"360 12th St, San Francisco, CA 94016",99.99
,,,,,,,
1174,260473,USB-C Charging Cable,1,11.95,8/10/2019 14:04,"970 Sunset St, Boston, MA 02215",11.95
,,,,,,,
1175,260474,Bose SoundSport Headphones,1,99.99,22/10/2019 18:07,"206 Cherry St, San Francisco, CA 94016",99.99
,,,,,,,
1176,260475,Wired Headphones,1,11.99,15/10/2019 21:38,"638 12th St, Boston, MA 02215",11.99
,,,,,,,
1177,260476,AA Batteries (4-pack),1,3.84,5/10/2019 17:03,"896 Jackson St, San Francisco, CA 94016",3.84
,,,,,,,
1178,260477,AAA Batteries (4-pack),1,2.99,29/10/2019 01:06,"71 Chestnut St, Seattle, WA 98101",2.99
,,,,,,,
